"# Channel 1"
"# Trace 1"
Frequency, Formatted Data, Formatted Data
+1.33900000000E+009, -3.06692042236E+001, +0.00000000000E+000
+1.34600000000E+009, -3.10876050829E+001, +0.00000000000E+000
+1.35300000000E+009, -3.10923116342E+001, +0.00000000000E+000
+1.36000000000E+009, -3.12684926345E+001, +0.00000000000E+000
+1.36700000000E+009, -3.14041663401E+001, +0.00000000000E+000
+1.37400000000E+009, -3.16428941430E+001, +0.00000000000E+000
+1.38100000000E+009, -3.14327375274E+001, +0.00000000000E+000
+1.38800000000E+009, -3.12997695596E+001, +0.00000000000E+000
+1.39500000000E+009, -3.11132948191E+001, +0.00000000000E+000
+1.40200000000E+009, -3.08803987598E+001, +0.00000000000E+000
+1.40900000000E+009, -3.05691630721E+001, +0.00000000000E+000
+1.41600000000E+009, -3.04649225324E+001, +0.00000000000E+000
+1.42300000000E+009, -3.03725805042E+001, +0.00000000000E+000
+1.43000000000E+009, -3.02283781234E+001, +0.00000000000E+000
+1.43700000000E+009, -2.99386665891E+001, +0.00000000000E+000
+1.44400000000E+009, -2.99403852352E+001, +0.00000000000E+000
+1.45100000000E+009, -2.95596576834E+001, +0.00000000000E+000
+1.45800000000E+009, -2.98208544610E+001, +0.00000000000E+000
+1.46500000000E+009, -2.97510438541E+001, +0.00000000000E+000
+1.47200000000E+009, -2.97770971519E+001, +0.00000000000E+000
+1.47900000000E+009, -3.00093684559E+001, +0.00000000000E+000
+1.48600000000E+009, -3.00705308492E+001, +0.00000000000E+000
+1.49300000000E+009, -3.01920206585E+001, +0.00000000000E+000
+1.50000000000E+009, -3.09662371425E+001, +0.00000000000E+000
