"# Channel 1"
"# Trace 1"
Frequency, Formatted Data, Formatted Data
+9.61000000000E+008, -1.35819491461E+001, +0.00000000000E+000
+9.68000000000E+008, -1.35467443377E+001, +0.00000000000E+000
+9.75000000000E+008, -1.35009020177E+001, +0.00000000000E+000
+9.82000000000E+008, -1.34980670409E+001, +0.00000000000E+000
+9.89000000000E+008, -1.34509078947E+001, +0.00000000000E+000
+9.96000000000E+008, -1.34834215717E+001, +0.00000000000E+000
+1.00300000000E+009, -1.34719785634E+001, +0.00000000000E+000
+1.01000000000E+009, -1.35151729847E+001, +0.00000000000E+000
+1.01700000000E+009, -1.35144995866E+001, +0.00000000000E+000
+1.02400000000E+009, -1.35232492908E+001, +0.00000000000E+000
+1.03100000000E+009, -1.34916220953E+001, +0.00000000000E+000
+1.03800000000E+009, -1.35202792531E+001, +0.00000000000E+000
+1.04500000000E+009, -1.35246618393E+001, +0.00000000000E+000
+1.05200000000E+009, -1.35194109157E+001, +0.00000000000E+000
+1.05900000000E+009, -1.35356362528E+001, +0.00000000000E+000
+1.06600000000E+009, -1.35159602931E+001, +0.00000000000E+000
+1.07300000000E+009, -1.35695394736E+001, +0.00000000000E+000
+1.08000000000E+009, -1.35802825178E+001, +0.00000000000E+000
+1.08700000000E+009, -1.35919386564E+001, +0.00000000000E+000
+1.09400000000E+009, -1.36566065725E+001, +0.00000000000E+000
+1.10100000000E+009, -1.36984229534E+001, +0.00000000000E+000
+1.10800000000E+009, -1.37183853066E+001, +0.00000000000E+000
+1.11500000000E+009, -1.37667439649E+001, +0.00000000000E+000
+1.12200000000E+009, -1.37860533065E+001, +0.00000000000E+000
+1.12900000000E+009, -1.37671733241E+001, +0.00000000000E+000
+1.13600000000E+009, -1.37606938070E+001, +0.00000000000E+000
+1.14300000000E+009, -1.37790719974E+001, +0.00000000000E+000
+1.15000000000E+009, -1.37401205466E+001, +0.00000000000E+000
+1.15700000000E+009, -1.37276177535E+001, +0.00000000000E+000
+1.16400000000E+009, -1.36868664426E+001, +0.00000000000E+000
+1.17100000000E+009, -1.37050672295E+001, +0.00000000000E+000
+1.17800000000E+009, -1.36406165757E+001, +0.00000000000E+000
+1.18500000000E+009, -1.36602832097E+001, +0.00000000000E+000
+1.19200000000E+009, -1.36996275251E+001, +0.00000000000E+000
+1.19900000000E+009, -1.37077457658E+001, +0.00000000000E+000
+1.20600000000E+009, -1.37068342227E+001, +0.00000000000E+000
+1.21300000000E+009, -1.37194921721E+001, +0.00000000000E+000
+1.22000000000E+009, -1.37194041030E+001, +0.00000000000E+000
+1.22700000000E+009, -1.36786798417E+001, +0.00000000000E+000
+1.23400000000E+009, -1.36889500955E+001, +0.00000000000E+000
+1.24100000000E+009, -1.36641342485E+001, +0.00000000000E+000
+1.24800000000E+009, -1.36025126661E+001, +0.00000000000E+000
+1.25500000000E+009, -1.35983090183E+001, +0.00000000000E+000
+1.26200000000E+009, -1.35869705314E+001, +0.00000000000E+000
+1.26900000000E+009, -1.35609533640E+001, +0.00000000000E+000
+1.27600000000E+009, -1.35673198476E+001, +0.00000000000E+000
+1.28300000000E+009, -1.35620223480E+001, +0.00000000000E+000
+1.29000000000E+009, -1.35774721636E+001, +0.00000000000E+000
+1.29700000000E+009, -1.35719550242E+001, +0.00000000000E+000
+1.30400000000E+009, -1.35750772430E+001, +0.00000000000E+000
+1.31100000000E+009, -1.36038916916E+001, +0.00000000000E+000
+1.31800000000E+009, -1.36310479644E+001, +0.00000000000E+000
+1.32500000000E+009, -1.36042592701E+001, +0.00000000000E+000
+1.33200000000E+009, -1.35775854804E+001, +0.00000000000E+000
+1.33900000000E+009, -1.36112738246E+001, +0.00000000000E+000
+1.34600000000E+009, -1.35439290063E+001, +0.00000000000E+000
+1.35300000000E+009, -1.35410565365E+001, +0.00000000000E+000
+1.36000000000E+009, -1.35253031978E+001, +0.00000000000E+000
+1.36700000000E+009, -1.34775357692E+001, +0.00000000000E+000
+1.37400000000E+009, -1.34268145082E+001, +0.00000000000E+000
+1.38100000000E+009, -1.33922960469E+001, +0.00000000000E+000
+1.38800000000E+009, -1.33715310841E+001, +0.00000000000E+000
+1.39500000000E+009, -1.33734494020E+001, +0.00000000000E+000
+1.40200000000E+009, -1.33465198565E+001, +0.00000000000E+000
+1.40900000000E+009, -1.33157617152E+001, +0.00000000000E+000
+1.41600000000E+009, -1.33132910181E+001, +0.00000000000E+000
+1.42300000000E+009, -1.32859485772E+001, +0.00000000000E+000
+1.43000000000E+009, -1.32189458451E+001, +0.00000000000E+000
+1.43700000000E+009, -1.31985225383E+001, +0.00000000000E+000
+1.44400000000E+009, -1.31460234259E+001, +0.00000000000E+000
+1.45100000000E+009, -1.30608175897E+001, +0.00000000000E+000
+1.45800000000E+009, -1.31086110705E+001, +0.00000000000E+000
+1.46500000000E+009, -1.30346671799E+001, +0.00000000000E+000
+1.47200000000E+009, -1.30003674551E+001, +0.00000000000E+000
+1.47900000000E+009, -1.29879385407E+001, +0.00000000000E+000
+1.48600000000E+009, -1.29197482517E+001, +0.00000000000E+000
+1.49300000000E+009, -1.29079659471E+001, +0.00000000000E+000
+1.50000000000E+009, -1.29134676563E+001, +0.00000000000E+000
